date,description,category,amount
2022-12-01,First production move notice alone.,Food,4204.67
2024-02-13,Affect decision follow hot prove benefit.,Personal Care,3310.53
2023-08-11,Bring kitchen part give.,Shopping,2837.18
2024-01-26,Expert cover direction.,Subscriptions,4733.96
2023-02-21,Indeed appear heavy foreign future movie.,Transportation,282.38
2023-01-26,Rich meeting lead network.,Other,1162.4
2023-04-24,Behind beyond fund budget.,Billbox,2079.73
2022-08-31,Message south suffer live.,Subscriptions,1388.53
2023-11-15,Firm into science.,Other,2661.62
2023-05-05,Education write what agency people.,Subscriptions,601.66
2023-05-15,Person often song art instead up.,Subscriptions,3122.36
2023-04-16,Evening throughout little.,Food,932.3
2022-08-02,Wind worry name.,Food,1486.94
2023-11-11,Land student population western end.,Food,3852.85
2023-04-26,Impact option stand treat level other.,Utilities,4494.52
2023-06-29,Strategy impact able opportunity.,Transportation,562.32
2022-11-24,Nature general some about all step.,Other,2917.12
2022-11-02,Explain TV pretty situation.,Shopping,121.58
2024-02-05,Tonight he interview.,Shopping,3823.61
2023-11-22,Country buy film image century short.,Subscriptions,1686.16
2022-12-05,Table against cell professional institution foreign.,Billbox,4933.04
2022-09-16,Decision collection billion professor himself.,Food,3087.03
2023-09-13,Everything foot seem.,Personal Care,3930.53
2022-05-26,Woman bill trip human.,Personal Care,4213.91
2023-05-01,Cut agree lay two away.,Personal Care,1871.89
2022-11-08,Price treat others best watch.,Billbox,2729.27
2022-12-23,Care if under trouble.,Subscriptions,4742.58
2024-03-20,Old some say project rule buy.,Utilities,4681.65
2022-09-03,Market total appear wall certainly scientist.,Subscriptions,3005.81
2023-02-03,Third staff could travel firm ten.,Subscriptions,4791.52
2023-12-27,Move hand other half family.,Shopping,2362.24
2023-09-01,Forward apply huge let.,Billbox,1399.91
2023-04-25,Face him outside later.,Transportation,3209.26
2023-03-30,Word door would movement.,Subscriptions,4467.22
2022-07-18,Town across reach check goal drive.,Subscriptions,905.92
2022-12-07,None someone through probably heart.,Utilities,4971.96
2023-11-27,Soon when next.,Food,2322.86
2023-05-05,Executive analysis will.,Billbox,2413.06
2022-10-14,Somebody action next likely wonder.,Entertainment,3500.72
2023-09-14,Another west condition learn executive of.,Shopping,1216.1
2023-04-28,Line build pick.,Other,3740.21
2023-02-10,Once new Congress so class brother.,Utilities,4788.22
2023-09-28,General analysis another manager cut.,Entertainment,4656.87
2022-11-12,Provide month believe.,Entertainment,408.54
2022-06-11,Whom also least father economy effort.,Food,4962.3
2024-02-26,Affect blue center say my possible.,Food,4702.36
2023-05-05,Material watch bit.,Subscriptions,85.02
2024-02-15,Nearly evening director.,Shopping,4116.02
2024-02-19,Page goal work report.,Shopping,3520.89
2022-07-10,Good travel fine behavior.,Other,3767.11
2023-12-23,Describe general hard fall.,Personal Care,3543.82
2024-02-10,Interview letter writer foot prevent wife.,Entertainment,2696.54
2023-08-16,Time off mother consider travel sense.,Personal Care,3224.32
2024-01-14,Statement board beautiful run understand.,Entertainment,3923.5
2022-08-25,State sport baby difficult ok yet list.,Personal Care,4930.33
2023-06-30,Behavior light certain.,Transportation,3205.69
2022-12-26,Upon business positive computer prove realize.,Shopping,4976.86
2022-12-20,Collection seem pay how nothing idea.,Billbox,103.62
2023-02-01,Most amount land million wrong nature.,Billbox,489.71
2022-10-25,Say dinner practice local.,Transportation,3676.1
2022-12-03,Clearly value letter truth material yard.,Entertainment,817.91
2024-02-18,Remain far miss.,Transportation,1985.64
2023-10-22,Room student drive.,Personal Care,2676.8
2023-11-29,See sister investment medical.,Utilities,1568.93
2023-10-20,Buy human explain.,Transportation,1358.76
2023-10-07,Less your probably also source.,Food,3932.54
2023-01-23,Blood nature less doctor film.,Utilities,150.08
2022-09-29,Employee for final vote.,Billbox,4579.0
2023-08-08,Total improve capital share sound form.,Food,2861.9
2022-10-08,History onto base.,Other,4226.44
2022-10-14,Reveal way protect environment serve today.,Entertainment,4919.26
2022-08-14,Anyone bad thousand me.,Other,4042.52
2022-10-17,Behind speech answer leader back treat.,Billbox,1460.01
2022-07-06,Rate baby whole physical design history father.,Shopping,3224.6
2023-05-04,Claim store market bad and always.,Entertainment,2701.99
2023-12-03,Commercial create continue.,Entertainment,1162.35
2023-03-28,Feeling floor industry at.,Subscriptions,3901.17
2023-04-08,Idea window century hit.,Shopping,122.9
2022-09-02,Herself authority away choose they.,Personal Care,2880.25
2022-06-28,Detail bed section its.,Billbox,523.63
2024-04-10,Mind position item former Mr.,Personal Care,1318.45
2023-11-06,Film easy defense everybody wide spend.,Personal Care,3027.09
2023-10-09,Right fire machine.,Personal Care,4706.44
2023-03-05,Senior others decision.,Entertainment,1712.47
2023-01-30,Fall kind bar apply ball air.,Shopping,1518.31
2022-05-16,Order later she according song.,Food,1662.19
2023-02-09,About arm father daughter.,Personal Care,3532.95
2023-05-22,Allow special man.,Other,1816.63
2023-12-30,One whatever involve since reality.,Utilities,3999.48
2023-12-17,Later college wish allow section.,Transportation,1715.22
2024-04-14,National figure direction ago stay.,Food,4880.42
2023-12-21,He trade half door strategy.,Utilities,2245.53
2022-10-20,War my something available sound top.,Subscriptions,189.47
2024-02-27,Between huge yourself space claim.,Transportation,894.3
2023-03-22,Against avoid significant send.,Entertainment,3463.6
2023-01-17,Sport yes send light.,Personal Care,932.98
2023-09-01,Practice name over.,Food,2234.75
2023-06-30,Television opportunity store usually offer behavior.,Other,1217.89
2022-05-10,Side yeah feeling city owner occur.,Utilities,1054.28
2023-03-31,Leave usually because less.,Transportation,3633.1
2023-01-03,Increase wind against.,Entertainment,2036.2
2022-09-20,Charge behavior official.,Billbox,2229.18
2022-08-22,Herself every forward.,Shopping,2155.87
2022-09-23,Force type wonder.,Shopping,3838.66
2024-03-12,Project bring step property let simply.,Billbox,490.07
2023-09-21,Certainly author teacher quickly.,Other,2215.28
2022-09-18,Simply authority themselves just.,Utilities,2619.44
2023-02-21,Surface gas ground assume what.,Personal Care,4509.83
2022-10-01,Drive compare job history western stuff.,Other,126.74
2023-06-29,Grow success detail voice.,Other,4972.42
2023-01-13,Keep reach listen need.,Subscriptions,1555.5
2022-05-21,Bag low try hope.,Personal Care,2205.64
2022-09-02,Policy research beautiful foot.,Transportation,73.31
2022-10-11,Crime make involve mention one.,Utilities,3415.85
2023-01-02,Article my perhaps themselves lose.,Subscriptions,3608.84
2024-04-04,Man ball tell.,Transportation,1100.35
2023-02-19,Learn husband fill arrive daughter.,Food,4611.22
2024-03-29,Theory message moment pass yes.,Other,1401.82
2023-03-10,Paper single important.,Food,1714.74
2023-08-21,Animal kind foot itself young.,Personal Care,4046.59
2023-10-12,Bar reality growth man.,Entertainment,3182.52
2022-06-05,Movie find look ability involve.,Shopping,3046.58
2022-08-29,Oil report spend newspaper realize.,Other,4092.23
2022-12-15,Report would wide.,Transportation,4551.0
2023-07-29,Possible simply prove until year.,Other,2016.63
2023-04-11,Discussion activity wish.,Utilities,2314.61
2022-08-25,Step including fine.,Entertainment,2970.72
2023-06-22,Beautiful beautiful right control.,Food,1583.55
2023-06-29,Nor hear attention present.,Billbox,4060.82
2023-03-11,Fall may its.,Entertainment,3517.34
2023-11-30,Decide notice focus list.,Transportation,1869.74
2023-05-11,Forward task day.,Transportation,2363.84
2023-09-07,The friend time my relationship.,Shopping,2592.04
2023-11-02,Admit part watch past.,Billbox,1653.95
2024-05-04,Animal or either.,Shopping,2030.71
2023-08-31,Within memory threat look report thus.,Subscriptions,3225.49
2022-10-01,Peace production carry onto.,Other,4778.48
2022-10-21,Budget exist use.,Shopping,388.88
2024-01-02,Three write base service arm.,Food,3339.32
2023-06-15,Bit environment real model such move.,Entertainment,3287.39
2022-07-27,Drug capital station door.,Food,807.73
2023-12-01,Animal bed value indeed.,Food,1698.01
2022-10-02,Cost understand lead trial.,Personal Care,347.43
2023-08-29,Race maybe stand real direction.,Billbox,1858.21
2024-03-15,Politics hour third new.,Utilities,3781.62
2024-02-27,Care later side.,Other,4449.06
2023-08-20,Goal fall deep himself choice.,Entertainment,2147.79
2024-02-03,Language ok from continue reach.,Food,703.41
2022-06-27,Onto law on.,Shopping,687.45
2022-08-05,Assume should either soldier.,Personal Care,2603.58
2023-12-13,Large set president because.,Subscriptions,1572.46
2023-12-26,Radio improve under.,Billbox,4241.5
2023-09-29,Purpose almost time present film one.,Transportation,3832.72
2024-03-03,Spend adult serious relationship face.,Other,4252.7
2023-10-30,Adult matter wall between see can.,Shopping,286.44
2024-01-02,Form either down energy way.,Personal Care,1902.51
2022-07-16,Entire ball stuff remember.,Food,2175.87
2023-02-05,Fight plan yet senior leader treat task.,Entertainment,3157.06
2023-09-14,Maintain today produce.,Utilities,3932.85
2023-11-09,Herself surface enough.,Billbox,663.23
2023-03-19,Many loss place rather.,Food,4109.4
2022-08-02,Remember amount necessary customer total central.,Other,768.08
2023-09-12,Expert candidate upon raise trade.,Transportation,4242.59
2024-03-11,Long market officer few raise charge.,Other,1877.23
2022-08-28,Election government local.,Billbox,2965.6
2024-04-26,Citizen answer party.,Utilities,1414.35
2023-08-22,Issue own choice teach to chance.,Personal Care,4932.05
2022-10-01,While food represent really season section.,Shopping,1195.48
2023-09-03,Also avoid behavior painting discover next itself.,Utilities,599.56
2023-03-19,Task major along past.,Billbox,3144.81
2024-02-05,Artist TV cover.,Billbox,4627.4
2023-09-18,Ten push hot must.,Shopping,4694.22
2024-02-26,Door data peace debate into tell.,Billbox,1989.84
2024-04-24,Their spend start administration paper.,Utilities,1670.11
2023-03-03,Wife before final.,Personal Care,4984.26
2023-12-19,Food owner team information say.,Shopping,229.58
2023-02-06,Similar sing during notice.,Subscriptions,1632.81
2024-02-24,Whole popular itself.,Utilities,1898.63
2022-12-24,Small suggest from until around president.,Subscriptions,2960.75
2023-11-30,Or picture fund would.,Billbox,4862.77
2023-01-10,College spring a car say.,Entertainment,2714.28
2023-03-14,Spend close hand stuff.,Food,2592.45
2022-11-16,Consumer stock because put research give.,Subscriptions,2028.7
2023-09-01,Experience car black network child.,Entertainment,2359.34
2023-10-10,Position quite where town catch last.,Subscriptions,4608.25
2023-04-24,Idea everybody behind family relate man.,Personal Care,487.79
2024-01-29,Reflect baby government he.,Shopping,4273.85
2023-03-21,Shake role character way fly.,Personal Care,442.9
2023-04-05,Last case north.,Shopping,3212.5
2022-11-09,Explain might group less.,Entertainment,1378.49
2024-04-23,Effort trip away responsibility want kid.,Utilities,1841.08
2023-11-13,Foreign office drug task heart.,Utilities,3351.59
2022-12-22,Consumer see gun action.,Food,4371.11
2022-11-23,Structure collection report street lay.,Transportation,2882.48
2023-03-07,Energy clearly ago.,Billbox,4138.14
2023-06-30,Suddenly food now action third left.,Other,3452.91
2023-02-25,World answer phone boy.,Other,1685.3
2022-12-11,Matter make note environment majority together.,Subscriptions,4160.43
2023-09-21,Prevent along father assume doctor bring.,Billbox,2696.3
2024-04-25,Newspaper evening loss for know.,Transportation,505.16
2023-04-07,Performance certainly television win arm.,Subscriptions,2578.69
2023-03-28,Start professional each relationship second.,Entertainment,95.5
2023-08-05,Short PM in action.,Shopping,2476.36
2023-05-02,Myself speech exist bring notice.,Transportation,2146.65
2023-09-30,Paper attorney offer according.,Personal Care,3511.06
2022-12-21,Officer stay safe.,Other,827.26
2024-02-18,Perhaps new girl meet teach.,Food,2439.6
2023-09-12,Discussion house movement us country.,Entertainment,4573.39
2024-03-07,Inside final many among.,Personal Care,2807.51
2022-11-03,Ok sing I name travel.,Utilities,4915.93
2023-10-14,Prepare clear science but.,Shopping,1134.07
2022-12-22,Data rate without market scientist home.,Billbox,2503.87
2023-02-08,Government energy peace board page election.,Utilities,4610.87
2022-12-24,Tv brother as possible.,Other,4053.45
2024-01-11,Game president response ability level.,Personal Care,109.32
2023-10-28,Start college final stuff this view.,Utilities,1366.57
2023-02-24,Total then tonight leave.,Subscriptions,2470.08
2022-08-20,For back challenge police field those.,Entertainment,2639.41
2023-09-13,Business focus deal leave.,Billbox,4314.44
2023-01-16,Sign certainly allow.,Transportation,2193.22
2022-11-22,She environment result provide action join.,Entertainment,1984.3
2023-10-30,Individual candidate line scientist quality.,Billbox,1955.39
2023-09-20,Our thing together window your.,Other,3104.52
2023-08-08,Book future your tax impact.,Utilities,1336.65
2023-03-31,Smile turn many special can.,Food,4587.19
2022-11-14,Gun for south experience day.,Entertainment,2939.73
2024-02-20,Authority nothing father.,Shopping,4746.59
2023-02-17,Myself church government child public.,Utilities,979.61
2023-12-13,Lead no onto new bad.,Food,3793.2
2023-09-10,Since can get different alone.,Food,3650.38
2023-12-04,Deep method we.,Utilities,979.71
2022-07-22,Past something too.,Food,4862.35
2023-11-13,Beyond respond personal out figure artist.,Other,3751.79
2024-05-01,Human decide rise ready property.,Billbox,3166.15
2023-07-25,Child wind difference.,Subscriptions,4149.41
2023-07-16,Front could medical audience.,Subscriptions,4262.26
2022-05-14,Go life actually difficult because do.,Food,2278.47
2023-11-10,Person this clearly.,Shopping,4935.66
2022-11-18,Whatever minute different stop sure its.,Utilities,1382.35
2024-02-09,Front floor think push officer.,Entertainment,1106.76
